processo_id,numero_processo,cliente_id,tipo,fase,status,advogado_responsavel,data_abertura,prazo_proximo,valor_causa,vara,observacoes
3570,9110060-16.2025.2.29.4716,1380,trabalhista,instrução,ativo,Dra. Fontes,25 de dezembro de 2024,08/11/25,,15ª Vara Criminal de Recife,em negociação
3571,1931030-34.2024.8.48.5319,345,Trabalhista,acordo extrajudicial,encerrado,Dr. Barros,14 de abril de 2022,2026-03-31,R$ 231.456,6ª Vara Cível de Recife,
3572,5289264-48.2020.4.41.6347,645,TRABALHISTA,audiência,encerrado,DRA. CAVALCANTE,19/09/2020,2026-04-26,425219,6ª Vara Cível de Recife,
3573,8905709-90.2020.9.55.2471,205,trabalhista,sentença,encerrado,Dra. Cavalcante,19/06/22,2026-03-30,R$ 272.828,9ª Vara Criminal de Recife,em negociação
3574,6334947-38.2020.4.71.6173,1274,TRABALHISTA,sentença,active,Dra. Cavalcante,17/08/2021,02/09/2025,182363.00,16ª Vara Cível de Recife,
3575,6865513-17.2021.7.21.3938,584,Civil,execução,acordo,dr. melo,03/09/2020,2025-04-14,,12ª Vara Trabalhista de Recife,
3576,1445483-93.2023.1.61.7357,25,Civil,sentença,active,Dra Fontes,2023-09-09,12/08/26,R$ 32.590,7ª Vara Criminal de Recife,
3577,7765112-69.2024.9.62.5648,716,Trabalhista,sentença,em recurso,Dr. Barros,2022-06-03,19/02/2025,,13ª Vara Criminal de Recife,
3578,6254488-31.2024.9.48.3216,792,cível,acordo extrajudicial,active,Dr. Melo,5 de novembro de 2025,29/10/2026,420984,2ª Vara Trabalhista de Recife,
3579,3510061-32.2020.9.13.4424,344,Civil,inicial,encerrado,Dra. Fontes,04/08/20,2026-12-06,455157,8ª Vara Trabalhista de Recife,cliente não responde
3580,8066975-72.2023.7.26.7675,164,Trabalhista,recurso,ATIVO,Dra Fontes,2025-02-10,16/08/25,72361.00,7ª Vara Cível de Recife,em negociação
3581,8323566-47.2021.3.26.4644,56,trabalhista,inicial,ativo,DRA. CAVALCANTE,17/04/2024,2025-01-15,244825,17ª Vara Cível de Recife,
3582,3675188-38.2025.9.53.3305,501,trabalhista,arquivado,Ativo,Dra. Cavalcante,28 de dezembro de 2021,14 de agosto de 2026,87642.00,10ª Vara Criminal de Recife,
3583,6368709-92.2024.7.99.9426,172,trabalhista,instrução,em recurso,dr. melo,28/10/2025,07/09/2026,,13ª Vara Cível de Recife,
3584,8630644-97.2025.3.28.1296,855,trabalhista,execução,encerrado,Dra. Cavalcante,06/10/2025,24 de janeiro de 2026,248622.00,19ª Vara Cível de Recife,
3585,9824532-76.2023.6.37.2040,332,TRABALHISTA,sentença,ativo,Dr. Barros,31/01/24,07/08/2025,R$ 230.377,19ª Vara Criminal de Recife,cliente não responde
3586,2895065-46.2022.7.67.1438,832,Civil,inicial,encerrado,Dr. Barros,11/01/2021,,421646,18ª Vara Cível de Recife,urgente
3587,4893809-11.2021.7.19.9759,451,TRABALHISTA,recurso,encerrado,Dra Fontes,15 de outubro de 2020,2026-06-18,341559,17ª Vara Trabalhista de Recife,aguardando documentos
3588,2118934-75.2023.5.97.9563,1435,Trabalhista,audiência,appeal,Dr. Barros,2025-05-04,2025-11-14,R$ 250.303,9ª Vara Cível de Recife,em negociação
3589,4131852-60.2020.1.89.9739,302,cível,instrução,em recurso,Dra. Cavalcante,21 de setembro de 2024,29 de maio de 2026,R$ 55.574,12ª Vara Criminal de Recife,urgente
3590,4865461-96.2025.2.64.9143,1026,Trabalhista,inicial,ativo,Dr. Barros,2024-03-24,2026-04-22,152563.00,13ª Vara Criminal de Recife,aguardando documentos
3591,5239450-56.2022.7.99.2371,747,cível,inicial,settlement,Dr. Melo,31/10/2020,2025-01-30,R$ 12.285,19ª Vara Cível de Recife,
3592,9214397-26.2023.4.18.6844,594,Trabalhista,recurso,Encerrado,Dra. Fontes,29 de agosto de 2020,2026-04-02,R$ 309.495,10ª Vara Cível de Recife,
3593,4016576-41.2022.7.10.6952,1243,civil,sentença,suspended,Dra. Fontes,29/11/2025,15/09/2026,451359,2ª Vara Trabalhista de Recife,
3594,4824419-32.2024.5.47.3265,789,cível,audiência,em recurso,Dra. Fontes,23/05/2021,2025-01-02,R$ 438.915,3ª Vara Cível de Recife,em negociação
3595,3418432-84.2025.3.59.5858,386,trabalhista,sentença,active,dr. melo,26/11/21,12/08/26,R$ 295.108,8ª Vara Cível de Recife,
3596,4061044-97.2023.7.99.3676,695,Trabalhista,execução,ativo,dr. melo,2024-08-03,28/10/25,315993.00,7ª Vara Trabalhista de Recife,em negociação
3597,6254488-31.2024.9.48.3216,573,trabalhista,audiência,Ativo,Dra. Cavalcante,2025-05-11,4 de novembro de 2025,R$ 224.664,16ª Vara Cível de Recife,
3598,1676369-34.2022.3.47.6087,1196,civil,recurso,Encerrado,dr. melo,8 de dezembro de 2021,,421568.00,1ª Vara Trabalhista de Recife,em negociação
3599,8630644-97.2025.3.28.1296,971,Civil,execução,ativo,Dr. Melo,30/03/22,2026-04-19,,19ª Vara Cível de Recife,aguardando documentos
3600,9970343-38.2020.5.18.4483,1127,TRABALHISTA,instrução,suspended,Dr. Barros,23/05/25,25 de abril de 2025,,8ª Vara Trabalhista de Recife,
3601,9425559-65.2022.6.99.1309,149,TRABALHISTA,execução,ativo,Dra Fontes,26 de junho de 2021,15/02/2025,,3ª Vara Cível de Recife,aguardando documentos
3602,9822459-92.2024.8.17.6403,977,Trabalhista,acordo extrajudicial,acordo,Dra Fontes,28/10/2023,22 de março de 2025,,14ª Vara Criminal de Recife,urgente
3603,8168450-48.2020.2.65.4570,1262,Civil,audiência,ATIVO,Dra. Cavalcante,16 de março de 2023,,R$ 293.877,5ª Vara Trabalhista de Recife,urgente
3604,2411026-52.2022.6.26.7373,494,TRABALHISTA,inicial,ativo,Dr. Barros,28/10/21,29/09/26,430556,9ª Vara Trabalhista de Recife,em negociação
3605,6339266-27.2025.5.15.6766,230,Civil,audiência,encerrado,DRA. CAVALCANTE,11 de outubro de 2025,2026-08-10,13356,10ª Vara Trabalhista de Recife,
3606,4601686-30.2021.5.52.7745,1243,TRABALHISTA,sentença,ATIVO,Dra Fontes,28/05/22,03/06/26,,9ª Vara Criminal de Recife,
3607,5638123-23.2024.7.30.5009,627,cível,acordo extrajudicial,encerrado,Dr. Melo,25/10/2024,28/07/25,,12ª Vara Trabalhista de Recife,cliente não responde
3608,2292432-35.2025.5.83.7063,1435,cível,inicial,suspenso,dr. melo,2024-06-18,10/08/25,,13ª Vara Trabalhista de Recife,urgente
3609,9885734-21.2023.9.74.3450,1147,cível,arquivado,active,Dra. Fontes,2025-02-08,17 de abril de 2025,36844.00,8ª Vara Criminal de Recife,em negociação
3610,1833330-93.2025.8.61.3405,1265,cível,sentença,appeal,Dr. Melo,22/07/2020,,150936,3ª Vara Trabalhista de Recife,
3611,4865461-96.2025.2.64.9143,609,civil,inicial,settlement,Dr. Melo,2022-07-22,14/05/25,431587,2ª Vara Trabalhista de Recife,urgente
3612,8827641-36.2022.5.59.8715,855,Civil,sentença,ativo,Dr. Melo,6 de abril de 2022,30 de janeiro de 2025,362398,7ª Vara Criminal de Recife,
3613,4384627-80.2021.2.13.1061,700,Civil,sentença,Encerrado,Dr. Barros,21/05/24,,,20ª Vara Trabalhista de Recife,cliente não responde
3614,6416661-36.2021.8.21.8496,240,cível,inicial,encerrado,Dr. Melo,21/02/23,07/09/26,341565.00,17ª Vara Trabalhista de Recife,aguardando documentos
3615,2824928-33.2020.1.90.6467,1039,Civil,sentença,suspenso,Dra. Cavalcante,22/08/2020,2026-11-07,90847.00,9ª Vara Cível de Recife,urgente
3616,7553290-31.2023.9.36.9282,1160,civil,audiência,Ativo,Dr. Barros,2024-12-18,2025-04-21,177438,19ª Vara Trabalhista de Recife,
3617,3754895-37.2021.6.18.8502,270,TRABALHISTA,acordo extrajudicial,Encerrado,Dra Fontes,2021-04-23,2025-02-15,,18ª Vara Criminal de Recife,urgente
3618,1614850-25.2020.8.85.3161,1500,cível,inicial,active,Dra Fontes,01/08/2025,13 de novembro de 2025,R$ 184.841,16ª Vara Trabalhista de Recife,
3619,4494463-44.2022.5.80.7542,70,trabalhista,acordo extrajudicial,Encerrado,Dr. Barros,15/02/25,28/08/26,R$ 70.063,2ª Vara Criminal de Recife,cliente não responde
3620,5068524-45.2025.9.91.6906,1112,Trabalhista,execução,Encerrado,Dr. Melo,2022-10-02,27/06/26,60288,11ª Vara Trabalhista de Recife,
3621,4064382-39.2022.4.13.8937,468,TRABALHISTA,sentença,encerrado,dr. melo,15/05/2021,2026-03-23,213674.00,18ª Vara Trabalhista de Recife,
3622,5853247-29.2020.7.62.8870,1160,civil,arquivado,Encerrado,Dra Fontes,27 de agosto de 2022,2025-03-29,R$ 256.634,18ª Vara Cível de Recife,cliente não responde
3623,8749473-21.2020.4.12.9144,1371,cível,acordo extrajudicial,acordo,Dra. Fontes,30/09/2023,23 de fevereiro de 2025,333025,7ª Vara Trabalhista de Recife,
3624,8827641-36.2022.5.59.8715,1400,TRABALHISTA,inicial,ATIVO,Dra. Fontes,04/01/20,27 de outubro de 2025,R$ 74.588,18ª Vara Cível de Recife,cliente não responde
3625,4314934-26.2021.7.14.7244,166,Civil,arquivado,settlement,Dr. Melo,22 de junho de 2023,07/08/25,316708,19ª Vara Cível de Recife,
3626,2895065-46.2022.7.67.1438,211,cível,arquivado,appeal,DRA. CAVALCANTE,2022-12-12,21/10/2025,R$ 376.266,18ª Vara Cível de Recife,
3627,7553290-31.2023.9.36.9282,985,Trabalhista,sentença,settlement,Dra. Fontes,06/07/2022,2025-06-19,343070,4ª Vara Trabalhista de Recife,cliente não responde
3628,1778149-24.2023.1.86.3557,771,civil,inicial,acordo,Dr. Melo,2024-05-18,19 de outubro de 2025,440430.00,2ª Vara Criminal de Recife,
3629,7110796-41.2020.3.80.5362,221,Trabalhista,sentença,ativo,Dr. Barros,2020-07-11,16 de janeiro de 2026,463521.00,19ª Vara Criminal de Recife,em negociação
3630,2461262-96.2021.6.48.1315,1387,civil,inicial,ativo,Dra Fontes,09/05/2023,27/06/2025,R$ 39.859,20ª Vara Criminal de Recife,cliente não responde
3631,1896520-28.2021.5.90.5374,1185,Trabalhista,sentença,encerrado,DRA. CAVALCANTE,27/01/24,12/05/2026,195914,15ª Vara Cível de Recife,cliente não responde
3632,8168054-14.2024.6.50.1232,202,Trabalhista,sentença,suspenso,Dra. Cavalcante,24 de março de 2020,21/02/26,173000.00,2ª Vara Cível de Recife,aguardando documentos
3633,9302979-43.2025.9.68.7487,434,Civil,acordo extrajudicial,ativo,dr. melo,10/12/2020,12/10/25,,5ª Vara Criminal de Recife,
3634,1778149-24.2023.1.86.3557,415,civil,sentença,ativo,Dra. Cavalcante,8 de abril de 2025,2026-06-24,,2ª Vara Cível de Recife,cliente não responde
3635,8843195-99.2024.6.39.2836,19,Trabalhista,recurso,suspenso,Dr. Barros,16/08/2023,17 de julho de 2026,R$ 201.121,2ª Vara Cível de Recife,em negociação
3636,1411065-96.2022.9.64.8271,280,TRABALHISTA,acordo extrajudicial,encerrado,Dr. Barros,19/06/2020,2025-05-26,446769,18ª Vara Cível de Recife,cliente não responde
3637,8368372-34.2020.6.43.9691,68,civil,inicial,active,Dra Fontes,22/06/2023,21/10/2025,,7ª Vara Cível de Recife,urgente
3638,3922248-27.2025.1.42.4047,384,Civil,recurso,acordo,Dra. Fontes,2025-01-15,07/08/26,,16ª Vara Cível de Recife,
3639,9062552-47.2024.4.22.8265,89,trabalhista,arquivado,ativo,dr. melo,2022-01-17,29 de setembro de 2026,,2ª Vara Trabalhista de Recife,em negociação
3640,7274275-74.2020.1.22.9780,685,TRABALHISTA,sentença,ativo,Dra Fontes,21/09/2025,02/02/2026,R$ 94.903,20ª Vara Criminal de Recife,em negociação
3641,5422047-80.2024.8.62.4364,857,Trabalhista,acordo extrajudicial,suspenso,Dra Fontes,2020-05-06,23/05/26,R$ 292.561,8ª Vara Cível de Recife,em negociação
3642,3542616-60.2022.3.87.6536,163,cível,sentença,ativo,Dra. Cavalcante,2022-09-11,,R$ 187.246,12ª Vara Cível de Recife,urgente
3643,7515318-25.2024.4.34.6280,1196,Trabalhista,arquivado,Encerrado,dr. melo,28/01/26,17 de março de 2026,321178.00,8ª Vara Criminal de Recife,cliente não responde
3644,8590346-68.2020.7.63.7780,763,Trabalhista,instrução,encerrado,Dr. Barros,2025-06-28,05/01/25,R$ 244.694,3ª Vara Cível de Recife,
3645,6982910-41.2023.8.91.8758,413,civil,recurso,Encerrado,dr. melo,01/04/2023,16/03/26,480306.00,11ª Vara Cível de Recife,aguardando documentos
3646,2895065-46.2022.7.67.1438,1467,trabalhista,recurso,encerrado,Dr. Melo,05/05/2022,8 de março de 2025,,20ª Vara Trabalhista de Recife,em negociação
3647,2100417-68.2021.7.29.9662,157,trabalhista,audiência,acordo,Dra Fontes,30 de janeiro de 2024,24 de junho de 2025,412337,1ª Vara Cível de Recife,cliente não responde
3648,4768255-51.2022.4.94.5695,509,trabalhista,execução,ativo,Dr. Barros,16/07/22,06/10/26,463619.00,19ª Vara Trabalhista de Recife,em negociação
3649,2660213-63.2022.6.50.8366,1413,Civil,audiência,encerrado,Dr. Barros,23/08/2020,23 de março de 2025,,9ª Vara Trabalhista de Recife,
3650,4314934-26.2021.7.14.7244,1115,TRABALHISTA,inicial,Ativo,Dra. Fontes,2024-09-13,21 de fevereiro de 2025,465397.00,4ª Vara Cível de Recife,
3651,8157599-64.2024.2.89.5276,1190,Civil,arquivado,ativo,Dr. Barros,24/10/25,15 de abril de 2025,R$ 400.326,14ª Vara Criminal de Recife,
3652,2328070-99.2024.8.57.5561,1178,TRABALHISTA,recurso,suspenso,Dra. Fontes,2022-02-25,,347926,5ª Vara Criminal de Recife,
3653,1101935-78.2023.5.88.5299,14,TRABALHISTA,execução,acordo,Dra. Fontes,14 de dezembro de 2025,03/03/26,345143.00,18ª Vara Criminal de Recife,aguardando documentos
3654,7398699-88.2025.6.55.3587,166,Trabalhista,sentença,acordo,Dr. Melo,15 de setembro de 2020,2025-01-28,R$ 295.744,7ª Vara Criminal de Recife,urgente
3655,1714231-74.2025.9.71.1697,1344,Civil,acordo extrajudicial,Encerrado,Dr. Barros,2024-03-11,28/01/26,315580,6ª Vara Trabalhista de Recife,cliente não responde
3656,6404948-40.2021.7.68.7161,16,Civil,audiência,settlement,Dr. Barros,09/04/24,25 de abril de 2025,448147,20ª Vara Criminal de Recife,
3657,1101935-78.2023.5.88.5299,733,cível,execução,settlement,Dra. Cavalcante,03/04/23,24 de junho de 2026,R$ 446.814,20ª Vara Criminal de Recife,cliente não responde
3658,2112478-55.2024.2.51.9095,693,trabalhista,recurso,ativo,Dr. Melo,26/08/2025,24/09/25,309474.00,20ª Vara Cível de Recife,
3659,2016341-89.2023.7.48.2724,525,trabalhista,execução,suspended,Dra. Cavalcante,19/03/22,2025-06-13,,12ª Vara Cível de Recife,
3660,9060164-41.2020.5.36.2381,1305,civil,acordo extrajudicial,ativo,Dr. Melo,02/04/23,2025-02-18,R$ 479.838,19ª Vara Trabalhista de Recife,cliente não responde
3661,8905709-90.2020.9.55.2471,1108,Civil,arquivado,active,Dr. Barros,21/12/24,2025-10-30,,6ª Vara Trabalhista de Recife,cliente não responde
3662,1869144-23.2023.5.84.3325,152,Trabalhista,recurso,ativo,Dr. Barros,10 de agosto de 2025,02/12/26,300137.00,14ª Vara Trabalhista de Recife,
3663,4134515-43.2021.8.70.4879,302,cível,recurso,acordo,DRA. CAVALCANTE,11/05/2020,14 de março de 2026,17904,1ª Vara Cível de Recife,aguardando documentos
3664,5660649-86.2020.5.86.9291,433,Civil,acordo extrajudicial,Encerrado,Dr. Barros,27/03/2022,2026-09-11,,5ª Vara Criminal de Recife,em negociação
3665,1101935-78.2023.5.88.5299,552,civil,sentença,acordo,dr. melo,15/02/2024,25 de agosto de 2025,,18ª Vara Criminal de Recife,urgente
3666,4687348-31.2023.1.92.6907,648,cível,recurso,encerrado,Dra Fontes,2024-03-10,04/10/25,96345,12ª Vara Trabalhista de Recife,
3667,8415891-60.2021.6.92.5554,873,civil,arquivado,suspenso,Dr. Barros,2023-10-29,20/08/25,174584,17ª Vara Criminal de Recife,aguardando documentos
3668,4084503-92.2025.8.90.5515,107,TRABALHISTA,arquivado,encerrado,Dr. Barros,31/05/2024,7 de outubro de 2026,R$ 173.172,15ª Vara Criminal de Recife,
3669,9489806-94.2021.2.55.9162,283,TRABALHISTA,acordo extrajudicial,Ativo,Dra Fontes,2024-04-17,29/07/2026,422457.00,15ª Vara Cível de Recife,em negociação
3670,2294596-63.2020.6.38.9193,195,TRABALHISTA,arquivado,appeal,Dr. Barros,21/09/23,18/05/25,R$ 251.019,5ª Vara Cível de Recife,
3671,7323234-16.2020.9.59.5035,98,Trabalhista,instrução,suspended,Dra. Cavalcante,04/09/20,4 de agosto de 2025,245059,15ª Vara Criminal de Recife,urgente
3672,8382607-83.2020.6.26.3936,1217,Trabalhista,audiência,suspended,Dr. Melo,07/06/2020,2026-07-28,R$ 202.862,20ª Vara Criminal de Recife,
3673,3376786-12.2020.7.64.5093,880,Trabalhista,instrução,encerrado,Dra Fontes,2020-05-01,08/02/26,134732.00,18ª Vara Cível de Recife,aguardando documentos
3674,5159219-49.2023.5.25.3676,950,Trabalhista,audiência,closed,Dra Fontes,19/12/2021,11 de junho de 2026,R$ 5.104,1ª Vara Trabalhista de Recife,
3675,7848147-32.2021.6.58.3528,351,cível,arquivado,ativo,Dra. Cavalcante,21/02/2025,2025-03-18,25177.00,1ª Vara Criminal de Recife,urgente
3676,3821719-15.2025.2.86.2518,720,trabalhista,execução,ATIVO,Dra Fontes,2024-02-13,27 de maio de 2025,R$ 6.391,10ª Vara Criminal de Recife,cliente não responde
3677,4961530-22.2021.4.22.6290,914,cível,instrução,ativo,dr. melo,22 de novembro de 2023,1 de fevereiro de 2026,362512.00,18ª Vara Trabalhista de Recife,urgente
3678,7626521-25.2020.9.17.3305,258,Trabalhista,acordo extrajudicial,Ativo,Dr. Barros,8 de novembro de 2021,2025-09-12,207511.00,17ª Vara Criminal de Recife,
3679,5947618-28.2023.6.53.6118,977,civil,inicial,encerrado,Dr. Barros,24 de abril de 2022,21/03/26,327646,9ª Vara Trabalhista de Recife,
3680,1757615-27.2025.7.10.3762,1155,cível,execução,em recurso,Dr. Barros,28 de dezembro de 2025,6 de julho de 2026,,3ª Vara Criminal de Recife,urgente
3681,4874996-38.2022.9.94.8154,720,civil,instrução,ATIVO,Dra. Fontes,31/10/2021,28 de novembro de 2026,R$ 442.418,12ª Vara Criminal de Recife,
3682,6927716-18.2022.9.56.1445,393,Trabalhista,sentença,Encerrado,Dra. Cavalcante,06/03/21,13/12/2026,475784,3ª Vara Criminal de Recife,
3683,6524227-53.2025.1.97.6214,694,trabalhista,instrução,encerrado,Dr. Melo,2025-07-30,14/04/2025,,9ª Vara Criminal de Recife,cliente não responde
3684,3734843-61.2021.3.94.2954,593,civil,acordo extrajudicial,appeal,Dr. Barros,2023-04-30,,65456.00,20ª Vara Criminal de Recife,aguardando documentos
3685,3541821-31.2021.8.96.1927,1254,cível,acordo extrajudicial,Encerrado,Dra Fontes,26 de dezembro de 2021,21 de julho de 2025,R$ 339.907,15ª Vara Trabalhista de Recife,
3686,3821719-15.2025.2.86.2518,1499,TRABALHISTA,acordo extrajudicial,ATIVO,Dra. Fontes,2021-02-15,,,7ª Vara Trabalhista de Recife,cliente não responde
3687,2675642-32.2022.8.65.5499,154,Trabalhista,audiência,em recurso,Dr. Melo,30 de julho de 2021,20/03/25,,5ª Vara Cível de Recife,aguardando documentos
3688,3576390-15.2021.2.82.8209,218,Trabalhista,execução,Encerrado,Dra. Fontes,6 de julho de 2023,24 de outubro de 2026,R$ 273.945,10ª Vara Cível de Recife,
3689,5401874-62.2025.2.46.8337,477,Trabalhista,recurso,closed,Dr. Barros,1 de dezembro de 2022,2026-09-06,R$ 300.792,2ª Vara Cível de Recife,
3690,2191287-57.2021.1.18.8228,1004,civil,inicial,closed,Dra. Cavalcante,8 de julho de 2022,2026-10-26,,9ª Vara Trabalhista de Recife,
3691,6384831-67.2022.5.89.7429,995,Trabalhista,arquivado,ativo,Dr. Barros,2022-01-21,2025-11-08,,15ª Vara Criminal de Recife,aguardando documentos
3692,5996426-23.2022.8.20.3566,511,trabalhista,arquivado,encerrado,Dr. Melo,2024-09-20,2025-05-26,295565,7ª Vara Criminal de Recife,
3693,9086174-80.2025.1.81.3292,1470,Trabalhista,audiência,ativo,dr. melo,29/06/2023,2026-07-11,194591,14ª Vara Trabalhista de Recife,
3694,6927716-18.2022.9.56.1445,1154,Trabalhista,inicial,encerrado,Dra. Cavalcante,10/10/25,16 de junho de 2025,R$ 82.714,12ª Vara Criminal de Recife,
3695,8827641-36.2022.5.59.8715,549,trabalhista,audiência,encerrado,Dra. Cavalcante,2023-11-09,25/05/25,378880,3ª Vara Cível de Recife,cliente não responde
3696,5289264-48.2020.4.41.6347,122,trabalhista,execução,suspenso,Dra. Cavalcante,2020-03-31,14/09/2025,R$ 128.132,4ª Vara Criminal de Recife,em negociação
3697,1676369-34.2022.3.47.6087,1374,TRABALHISTA,arquivado,Ativo,Dr. Melo,11/09/22,2025-09-18,478942,12ª Vara Trabalhista de Recife,
3698,3464073-25.2022.8.73.5075,1471,trabalhista,audiência,ativo,Dra Fontes,2022-05-17,11 de agosto de 2026,,14ª Vara Trabalhista de Recife,
3699,8843195-99.2024.6.39.2836,1231,cível,execução,suspenso,Dr. Barros,2020-01-19,24/03/2025,91620.00,3ª Vara Cível de Recife,urgente
3700,8936104-83.2022.1.39.7934,854,TRABALHISTA,inicial,appeal,Dr. Barros,2021-07-01,,R$ 415.374,17ª Vara Cível de Recife,
3701,9252661-70.2020.1.46.1185,1446,trabalhista,audiência,ATIVO,DRA. CAVALCANTE,10/01/22,2025-01-27,R$ 267.190,5ª Vara Criminal de Recife,cliente não responde
3702,6686912-30.2025.4.68.7078,504,cível,audiência,suspenso,DRA. CAVALCANTE,2025-06-11,7 de março de 2026,377835.00,8ª Vara Trabalhista de Recife,aguardando documentos
3703,9810112-12.2021.1.97.8847,1072,civil,inicial,Encerrado,Dr. Melo,2020-01-22,,111131,10ª Vara Cível de Recife,cliente não responde
3704,7599278-46.2021.4.96.3535,113,TRABALHISTA,sentença,ativo,DRA. CAVALCANTE,20/05/22,21 de novembro de 2025,,2ª Vara Criminal de Recife,
3705,2658962-39.2022.5.95.8856,1067,TRABALHISTA,instrução,active,DRA. CAVALCANTE,06/12/2023,03/02/2025,370158.00,5ª Vara Criminal de Recife,em negociação
3706,5284129-51.2020.3.32.5205,1312,TRABALHISTA,sentença,ativo,dr. melo,2022-12-25,21/11/25,R$ 263.455,10ª Vara Trabalhista de Recife,aguardando documentos
3707,3418432-84.2025.3.59.5858,310,civil,sentença,suspended,Dra. Fontes,19 de novembro de 2023,26 de janeiro de 2025,R$ 71.846,1ª Vara Trabalhista de Recife,cliente não responde
3708,5732779-86.2025.4.28.7831,461,TRABALHISTA,sentença,Encerrado,Dra. Cavalcante,09/12/20,2025-05-21,480052.00,17ª Vara Cível de Recife,
3709,9108785-98.2021.3.78.6687,1278,Trabalhista,acordo extrajudicial,em recurso,DRA. CAVALCANTE,2022-12-16,02/10/2025,13287,18ª Vara Trabalhista de Recife,
3710,8215015-64.2021.5.32.1893,1081,trabalhista,instrução,appeal,DRA. CAVALCANTE,2020-11-27,2026-11-02,138765,17ª Vara Trabalhista de Recife,aguardando documentos
3711,7136189-41.2024.2.60.1768,451,Civil,recurso,settlement,Dr. Barros,25/05/2022,18/03/2025,137942.00,16ª Vara Cível de Recife,cliente não responde
3712,7640585-40.2023.1.57.1721,1165,trabalhista,inicial,Encerrado,Dra. Cavalcante,08/03/21,13/12/2026,,12ª Vara Trabalhista de Recife,urgente
3713,1165147-13.2020.2.47.5874,351,Trabalhista,instrução,em recurso,Dr. Melo,19/11/2024,2025-11-11,R$ 59.472,14ª Vara Trabalhista de Recife,
3714,1024421-54.2022.9.20.2563,896,trabalhista,execução,ativo,DRA. CAVALCANTE,3 de outubro de 2025,7 de junho de 2025,R$ 146.925,14ª Vara Cível de Recife,
3715,4384627-80.2021.2.13.1061,1209,cível,sentença,ativo,Dra. Fontes,18/11/25,14/08/2025,,19ª Vara Criminal de Recife,em negociação
3716,7640585-40.2023.1.57.1721,431,Trabalhista,arquivado,Ativo,dr. melo,5 de março de 2026,21/10/26,254082,18ª Vara Cível de Recife,urgente
3717,5316105-58.2020.3.22.3571,1038,TRABALHISTA,arquivado,Encerrado,Dr. Melo,21 de março de 2026,27 de janeiro de 2025,R$ 468.216,6ª Vara Cível de Recife,
3718,4874996-38.2022.9.94.8154,1132,civil,instrução,acordo,Dr. Melo,28 de março de 2025,23/12/2025,473722,14ª Vara Cível de Recife,
3719,5850223-43.2020.3.81.3185,874,trabalhista,sentença,suspended,Dr. Melo,21 de outubro de 2023,16 de janeiro de 2026,315173,7ª Vara Cível de Recife,cliente não responde
3720,8590346-68.2020.7.63.7780,708,Civil,acordo extrajudicial,closed,Dr. Barros,21/06/2023,2025-02-26,,20ª Vara Cível de Recife,
3721,7419280-60.2021.1.40.9417,570,Trabalhista,sentença,acordo,Dr. Barros,30/05/23,3 de abril de 2025,,17ª Vara Criminal de Recife,aguardando documentos
3722,8607512-63.2021.6.82.1039,1126,cível,inicial,appeal,Dr. Barros,23/12/2022,26/07/2025,480284.00,18ª Vara Cível de Recife,
3723,3679963-72.2020.9.29.7859,764,TRABALHISTA,acordo extrajudicial,active,Dra. Cavalcante,11/10/24,06/11/26,R$ 452.242,16ª Vara Criminal de Recife,aguardando documentos
3724,7749444-78.2021.1.20.8763,1338,trabalhista,recurso,suspenso,Dra Fontes,2020-03-25,16/08/2026,R$ 96.820,19ª Vara Criminal de Recife,aguardando documentos
3725,8183950-10.2021.5.84.9388,128,Civil,sentença,ATIVO,Dra. Fontes,2025-05-17,23 de abril de 2026,200229.00,15ª Vara Cível de Recife,aguardando documentos
3726,6953559-38.2025.7.42.9212,1385,trabalhista,acordo extrajudicial,Encerrado,dr. melo,17 de outubro de 2024,20/11/2025,110046,12ª Vara Trabalhista de Recife,
3727,6160516-66.2024.5.17.7150,671,civil,audiência,encerrado,Dra. Cavalcante,2026-04-04,05/01/26,R$ 446.456,6ª Vara Cível de Recife,urgente
3728,8168450-48.2020.2.65.4570,201,Trabalhista,instrução,acordo,Dr. Melo,28/10/2025,2025-09-21,,16ª Vara Cível de Recife,
3729,7486138-99.2020.5.81.4332,967,TRABALHISTA,inicial,suspended,Dr. Barros,2021-07-01,03/01/26,,14ª Vara Cível de Recife,
3730,6334947-38.2020.4.71.6173,551,cível,execução,settlement,Dra. Fontes,12/02/2021,8 de janeiro de 2026,,5ª Vara Criminal de Recife,urgente
3731,8827641-36.2022.5.59.8715,579,TRABALHISTA,audiência,acordo,DRA. CAVALCANTE,2021-01-14,10 de agosto de 2025,R$ 75.277,7ª Vara Criminal de Recife,aguardando documentos
3732,5614769-67.2022.9.87.1001,684,Civil,arquivado,ativo,dr. melo,8 de abril de 2024,22 de julho de 2025,R$ 267.253,9ª Vara Criminal de Recife,
3733,6425355-10.2021.6.53.2041,645,trabalhista,recurso,acordo,Dra Fontes,24/02/24,30/04/2025,464981,16ª Vara Trabalhista de Recife,cliente não responde
3734,4061044-97.2023.7.99.3676,1286,TRABALHISTA,acordo extrajudicial,suspended,Dra. Fontes,2021-06-19,10 de julho de 2026,R$ 451.632,4ª Vara Trabalhista de Recife,em negociação
3735,8368255-39.2020.9.60.4414,466,TRABALHISTA,recurso,appeal,DRA. CAVALCANTE,2024-07-21,2025-09-30,395828,16ª Vara Trabalhista de Recife,aguardando documentos
